,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
"Source: USCIS, data as of October 22, 2017. Notes:  All data are based on approved petitions during the fiscal year. Petitions approved in a fiscal year may be filed in previous fiscal years.  Per USCIS best practices, units of less than 10 beneficiaries are masked so as to limit the possibility of the de-anonymization of data. ""D"" represents data withheld to protect privacy. The letter H replaces the value in the total column where one could deduce the value of D.  While some company names may appear multiple times, USCIS does not combine companies even where the names are the same because in all cases the employer tax identification numbers are different on the petition.  The L-1A nonimmigrant classification refers to intracompany transfers of corporate managers and executives. The L-1B nonimmigrant classification refers to intracompany transfers of employees who possess “specialized knowledge.” The LZ classification refers to “blanket” L petitions and may be used by entities involved in commercial trade or services. While the term “L-1” is used for visa issuance and admission purposes, USCIS uses the “A” and “B” distinctions internally for statistical and other purposes. ",,,,,,,,,,
Employer Tax ID (Last 4 Digits) ,Employer name,Employer Industry,Total Approved Petitions,Employment Type,Class Preference,Approved Petitions by Class Preference,,,,
 , , , ,Initial,L1B,D,,,, 
5152,CITRIX SYSTEMS INC,Custom Computer Programming Services,D,Continuing,L1B,D,,,,752275152
 , , , ,Initial,L1B,D,,,, 
8918,FLOWSERVE U S INC,Industrial Valve Manufacturing,D,Continuing,L1A,D,,,,752778918
 , , , ,Continuing,L1B,D,,,, 
 , , , ,Initial,L1A,D,,,, 
 , , , ,Initial,L1B,D,,,, 
9054,REDIFORM INC, ,D,Continuing,L1A,D,,,,752779054
 , , , ,Initial,L1B,D,,,, 
0494,LULULEMON USA INC,Clothing Stores ,D,Continuing,L1B,D,,,,753060494
 , , , ,Initial,L1A,D,,,, 
 , , , ,Initial,L1B,D,,,, 
6372,SULZER CHEMTECH USA INC, ,D,Continuing,L1A,D,,,,760556372
 , , , ,Continuing,L1B,D,,,, 
8360,SWIFT TECHNICAL SERVICES LLC,Support Activities for Oil and Gas Operations,D,Continuing,L1A,D,,,,760698360
 , , , ,Continuing,L1B,D,,,, 
 , , , ,Initial,L1A,D,,,, 
5782,SONY INTERACTIVE ENTERTAINMENT L,Custom Computer Programming Services,D,Continuing,L1A,D,,,,760745782
 , , , ,Continuing,L1B,D,,,, 
2660,ICL PERFORMANCE PRODUCTS LP, ,D,Continuing,L1A,D,,,,760802660
 , , , ,Continuing,L1B,D,,,, 
 , , , ,Initial,L1B,D,,,, 
8430,SAMSUNG ELECTRO MECHANICS AMERIC, ,D,Continuing,L1A,D,,,,770368430
 , , , ,Initial,L1A,D,,,, 
 , , , ,Initial,L1B,D,,,, 
5570,QUALCOMM ATHEROS INC,Semiconductor and Related Device Manufacturing,D,Continuing,L1A,D,,,,770485570
5987,SEAGATE US LLC,Computer Storage Device Manufacturing,D,Continuing,L1A,D,,,,770545987
 , , , ,Continuing,L1B,D,,,, 
 , , , ,Continuing,LZ,D,,,, 
 , , , ,Initial,L1B,D,,,, 
0389,FORTINET INC,Computer Systems Design Services,D,Continuing,L1A,D,,,,770560389
 , , , ,Continuing,L1B,D,,,, 
 , , , ,Continuing,LZ,D,,,, 
 , , , ,Initial,L1B,D,,,, 
1290,AIR LIQUIDE USA LLC, ,D,Continuing,L1A,D,,,,770651290
 , , , ,Continuing,L1B,D,,,, 
 , , , ,Continuing,LZ,D,,,, 
0195,CHINA UNIONPAY USA LLC,Credit Card Issuing,D,Continuing,L1A,D,,,,800490195
 , , , ,Continuing,L1B,D,,,, 
 , , , ,Initial,L1A,D,,,, 
 , , , ,Initial,L1B,D,,,, 
5064,CIMPRESS USA MANUFACTURING INC S, ,D,Initial,L1B,D,,,,812985064
3190,PURE TECHNOLOGIES U S INC,Engineering Services,D,Continuing,L1A,D,,,,860853190
 , , , ,Initial,L1A,D,,,, 
 , , , ,Initial,L1B,D,,,, 
9468,BNP PARIBAS RCC INC,Investment Banking and Securities Dealing,D,Continuing,L1A,D,,,,861059468
 , , , ,Continuing,L1B,D,,,, 
 , , , ,Initial,L1A,D,,,, 
0575,WSO2 INC,Other Computer Related Services,D,Continuing,L1B,D,,,,870750575
 , , , ,Initial,L1B,D,,,, 
 , , , ,Initial,LZ,D,,,, 
7208,VECTOR AEROSPACE HELICOPTER SVCS, ,D,Continuing,L1B,D,,,,911507208
 , , , ,Initial,L1B,D,,,, 
0835,RITCHIE BROS AUCTIONEERS AMERICA, ,D,Continuing,L1A,D,,,,911830835
 , , , ,Initial,L1A,D,,,, 
 , , , ,Initial,L1B,D,,,, 
 , , , ,Initial,LZ,D,,,, 
2086,ASPIRE SYSTEMS INC,Custom Computer Programming Services,D,Continuing,L1A,D,,,,931222086
 , , , ,Initial,L1A,D,,,, 
 , , , ,Initial,L1B,D,,,, 
7231,THE GAP INC,Family Clothing Stores,D,Continuing,L1A,D,,,,941697231
 , , , ,Continuing,LZ,D,,,, 
 , , , ,Initial,L1A,D,,,, 
2976,LSI CORP AN AVAGO TECHNOLOGIES C,Semiconductor and Other Electronic Component Manufacturing,D,Continuing,L1A,D,,,,942712976
 , , , ,Continuing,L1B,D,,,, 
 , , , ,Initial,L1B,D,,,, 
4082,VF OUTDOOR LLC,Cut and Sew Apparel Manufacturing,D,Continuing,L1A,D,,,,943204082
 , , , ,Initial,L1A,D,,,, 
2454,UL LLC,Engineering Services,D,Continuing,L1B,D,,,,943282454
 , , , ,Initial,L1B,D,,,, 
9939,24/7 CUSTOMER INC,Other Computer Related Services,D,Continuing,L1B,D,,,,943359939
 , , , ,Initial,L1B,D,,,, 
4565,HERBALIFE INTL OF AMERICA INC,Medicinal and Botanical Manufacturing,D,Continuing,L1A,D,,,,953954565
 , , , ,Continuing,LZ,D,,,, 
1636,JACOBS ENGINEERING GROUP INC,OTHER,D,Continuing,L1B,D,,,,954081636
 , , , ,Initial,L1B,D,,,, 
1512,PARIS BAGUETTE BON DOUX INC, ,D,Continuing,L1A,D,,,,954351512
 , , , ,Continuing,LZ,D,,,, 
4660,THYSSEN MINING CONSTRUCTION OF C, ,D,Continuing,L1A,D,,,,980074660
 , , , ,Continuing,L1B,D,,,, 
 , , , ,Initial,L1B,D,,,, 
7633,HANWHA TECHWIN CO LTD, ,D,Continuing,L1A,D,,,,980407633
 , , , ,Initial,L1A,D,,,, 
 , , , ,Initial,L1B,D,,,, 
0726,CELANESE CORPORATION, ,D,Continuing,L1A,D,,,,980420726
 , , , ,Continuing,L1B,D,,,, 
 , , , ,Continuing,LZ,D,,,, 
3923,SOLIDIFI US INC, ,D,Continuing,L1A,D,,,,980593923
 , , , ,Initial,L1A,D,,,, 
9711,FRAC SHACK INTERNATIONAL INC, ,D,Continuing,L1B,D,,,,980699711
 , , , ,Initial,L1B,D,,,, 
1100,OCWEN LOAN SERVICING LLC, ,D,Initial,L1A,D,,,,10681100
9631,BOMBARDIER MASS TRANSIT CORP, ,D,Initial,L1B,D,,,,30349631
7060,SOFTSERVE INC, ,D,Continuing,L1A,D,,,,30387060
 , , , ,Continuing,L1B,D,,,, 
0745,DELOITTE FIN ADVISORY SERVICES L,Other Accounting Services,D,Continuing,L1B,D,,,,30520745
 , , , ,Initial,L1B,D,,,, 
7865,PEGASYSTEMS INC,Computer Systems Design Services,D,Continuing,L1A,D,,,,42787865
 , , , ,Continuing,L1B,D,,,, 
 , , , ,Initial,L1B,D,,,, 
1439,THE NIELSEN COMPANY US LLC,Marketing Research and Public Opinion Polling,D,Continuing,L1A,D,,,,43721439
4599,TRUMPF INC,Metalworking Machinery Manufacturing,D,Continuing,L1B,D,,,,61244599
 , , , ,Initial,L1B,D,,,, 
7321,XL GLOBAL SERVICES INC,All Other Insurance Related Activities,D,Continuing,L1A,D,,,,61527321
 , , , ,Initial,L1A,D,,,, 
9405,SODEXO REMOTE SITES PARTNERSHIP, ,D,Continuing,L1A,D,,,,61629405
 , , , ,Continuing,L1B,D,,,, 
 , , , ,Initial,L1A,D,,,, 
1569,PARSONS BRINCKERHOFF INC,Engineering Services,D,Continuing,L1A,D,,,,111531569
 , , , ,Continuing,L1B,D,,,, 
 , , , ,Initial,L1B,D,,,, 
7170,STANTEC CONSULTING SERVICES INC,Engineering Services,D,Continuing,LZ,D,,,,112167170
 , , , ,Initial,L1B,D,,,, 
4289,XACTLY CORPORATION, ,D,Continuing,L1A,D,,,,113744289
 , , , ,Continuing,L1B,D,,,, 
 , , , ,Continuing,LZ,D,,,, 
 , , , ,Initial,L1B,D,,,, 
9550,WEISERMAZARS LLP,Offices of Certified Public Accountants,D,Continuing,L1A,D,,,,131459550
 , , , ,Continuing,LZ,D,,,, 
2440,CANADIAN IMPERIAL BANK OF COMMER, ,D,Continuing,L1A,D,,,,131942440
 , , , ,Initial,L1A,D,,,, 
 , , , ,Initial,L1B,D,,,, 
6972,CCL LABEL INC,Packaging and Labeling Services,D,Continuing,L1A,D,,,,131966972
 , , , ,Initial,LZ,D,,,, 
8606,FORESTERS LIFE INSUR & ANNUITY C, ,D,Initial,L1A,D,,,,131968606
5758,TATA AMERICA INTL CORP DBA TCS A, ,D,Continuing,L1A,D,,,,132085758
9853,MITSUI & CO USA INC, ,D,Continuing,LZ,D,,,,132559853
4394,BANK LEUMI USA, ,D,Continuing,L1A,D,,,,132614394
0991,FRANKLIN TEMPLETON INVESTMENTS,Portfolio Management,D,Continuing,L1A,D,,,,132670991
 , , , ,Continuing,LZ,D,,,, 
 , , , ,Initial,L1A,D,,,, 
6668,BOEHRINGER INGELHEIM PHARMACEUTI,Pharmaceutical Preparation Manufacturing,D,Continuing,L1A,D,,,,132686668
 , , , ,Continuing,LZ,D,,,, 
7185,INFORMATION BUILDERS INC, ,D,Continuing,L1B,D,,,,132807185
3855,TURNER INTL LLC, ,D,Initial,L1B,D,,,,132833855
 , , , ,Initial,LZ,D,,,, 
8566,SHINHAN BANK NEW YORK BRANCH, ,D,Continuing,L1A,D,,,,132838566
 , , , ,Initial,L1A,D,,,, 
1153,SAMSUNG ELECTRONICS AMERICA INC,Business to Business Electronic Markets,D,Continuing,L1A,D,,,,132951153
 , , , ,Continuing,LZ,D,,,, 
 , , , ,Initial,L1A,D,,,, 
2292,F P ARCHITECTS NEW YORK INC,Architectural Services,D,Continuing,L1A,D,,,,133052292
5268,ORIX USA CORPORATION, ,D,Continuing,L1A,D,,,,133095268
 , , , ,Initial,L1A,D,,,, 
8991,CITIGROUP TECHNOLOGY INC,Computer Facilities Management Services,D,Continuing,L1A,D,,,,133108991
 , , , ,Initial,L1A,D,,,, 
1398,WALL STREET SYSTEMS DELAWARE INC,Custom Computer Programming Services,D,Continuing,L1A,D,,,,133381398
 , , , ,Continuing,L1B,D,,,, 
8377,SHIPCO TRANSPORT INC,Freight Transportation Arrangement,D,Continuing,L1A,D,,,,133468377
 , , , ,Continuing,L1B,D,,,, 
 , , , ,Initial,L1A,D,,,, 
 , , , ,Initial,L1B,D,,,, 
1176,T SYSTEMS NORTH AMERICA INC,OTHER,D,Continuing,L1A,D,,,,133571176
 , , , ,Continuing,LZ,D,,,, 
5708,FUNDTECH CORP DBA D H GLOBAL TRA,Computer Systems Design Services,D,Initial,L1B,D,,,,133755708
1829,MOODYS ANALYTICS INC,"All Other Professional, Scientific, and Technical Services",D,Continuing,L1A,D,,,,133851829
 , , , ,Continuing,L1B,D,,,, 
 , , , ,Initial,L1A,D,,,, 
5615,KYOBO LIFE ASSET MGT AMERICA CO, ,D,Continuing,L1A,D,,,,133905615
 , , , ,Continuing,L1B,D,,,, 
 , , , ,Initial,L1A,D,,,, 
 , , , ,Initial,L1B,D,,,, 
3601,DATAART SOLUTIONS INC,Computer Systems Design and Related Services,D,Continuing,L1A,D,,,,133933601
 , , , ,Initial,L1A,D,,,, 
9690,DNP CORP USA, ,D,Continuing,L1B,D,,,,133949690
 , , , ,Initial,L1B,D,,,, 
4895,TOWER RESEARCH CAPITAL LLC,Investment Banking and Securities Dealing,D,Initial,L1A,D,,,,133994895
 , , , ,Initial,L1B,D,,,, 
8723,MSCI INC,Miscellaneous Financial Investment Activities,D,Continuing,L1A,D,,,,134038723
 , , , ,Continuing,L1B,D,,,, 
 , , , ,Initial,L1B,D,,,, 
8892,PARTNERS GROUP USA INC,Other Financial Investment Activities,D,Continuing,L1B,D,,,,134118892
 , , , ,Initial,L1A,D,,,, 
 , , , ,Initial,LZ,D,,,, 
6640,INGERSOLL RAND COMPANY,OTHER,D,Continuing,L1A,D,,,,135156640
 , , , ,Continuing,L1B,D,,,, 
3422,CATHOLIC RELIEF SERVICES,Religious Organizations,D,Continuing,L1A,D,,,,135563422
 , , , ,Initial,L1A,D,,,, 
3190,MARUBENI AMERICA CORPORATION, ,D,Continuing,L1A,D,,,,135643190
 , , , ,Continuing,LZ,D,,,, 
6433,AEROFLOT RUSSIAN AIRLINES, ,D,Continuing,L1A,D,,,,136726433
 , , , ,Initial,L1A,D,,,, 
1790,SI GROUP INC, ,D,Continuing,L1A,D,,,,141041790
 , , , ,Initial,L1A,D,,,, 
 , , , ,Initial,LZ,D,,,, 
2529,NBCUNIVERSAL MEDIA LLC,Motion Picture and Video Production,D,Continuing,L1A,D,,,,141682529
 , , , ,Continuing,LZ,D,,,, 
7150,EASTMAN KODAK COMPANY,"Photographic Film, Paper, Plate, and Chemical Manufacturing",D,Continuing,L1B,D,,,,160417150
 , , , ,Continuing,LZ,D,,,, 
8020,XEROX CORPORATION,Photographic and Photocopying Equipment Manufacturing,D,Continuing,L1A,D,,,,160468020
 , , , ,Continuing,LZ,D,,,, 
 , , , ,Initial,L1A,D,,,, 
6709,CONSTELLATION BRANDS INC,"Soil Preparation, Planting, and Cultivating",D,Continuing,L1A,D,,,,160716709
 , , , ,Initial,L1A,D,,,, 
 , , , ,Initial,LZ,D,,,, 
5651,RECKITT BENCKISER LLC,Polish and Other Sanitation Good Manufacturing,D,Continuing,L1A,D,,,,161095651
 , , , ,Continuing,LZ,D,,,, 
5584,NEW YORK AIR BRAKE LLC,Railroad Rolling Stock Manufacturing,D,Continuing,L1A,D,,,,161385584
 , , , ,Continuing,L1B,D,,,, 
 , , , ,Initial,L1B,D,,,, 
6976,LEICA GEOSYSTEMS INC, ,D,Continuing,L1B,D,,,,161516976
 , , , ,Initial,L1B,D,,,, 
1215,OPERA SOLUTIONS LLC,Other Management Consulting Services,D,Continuing,L1A,D,,,,200101215
 , , , ,Continuing,L1B,D,,,, 
2874,AUROBINDO PHARMA USA INC,Drugs and Druggists' Sundries Merchant Wholesalers,D,Continuing,L1A,D,,,,200962874
 , , , ,Initial,L1A,D,,,, 
1600,SYNERZIP LLC, ,D,Continuing,L1A,D,,,,201651600
 , , , ,Initial,L1A,D,,,, 
1493,WPP GROUP USA INC,Advertising Agencies,D,Continuing,L1A,D,,,,204031493
 , , , ,Continuing,LZ,D,,,, 
8144,CI&T INC, ,D,Continuing,L1A,D,,,,204118144
 , , , ,Continuing,L1B,D,,,, 
6772,IFB AMERICAS INC,Computer Systems Design Services,D,Continuing,L1A,D,,,,204746772
 , , , ,Continuing,LZ,D,,,, 
 , , , ,Initial,L1B,D,,,, 
9422,CARESOFT GLOBAL INC,Engineering Services,D,Continuing,L1A,D,,,,205539422
 , , , ,Initial,L1A,D,,,, 
3940,AMOL CRYOGENIC INSULATION USA IN, ,D,Continuing,L1B,D,,,,208203940
 , , , ,Initial,L1B,D,,,, 
8501,MERCK & CO INC, ,D,Continuing,L1A,D,,,,221918501
6905,VALLOUREC USA CORPORATION,Support Activities for Oil and Gas Operations,D,Continuing,L1A,D,,,,222426905
9480,IT WORX INC, ,D,Continuing,L1B,D,,,,223309480
 , , , ,Initial,L1B,D,,,, 
3636,RFD BEAUFORT INC, ,D,Continuing,L1A,D,,,,223443636
 , , , ,Continuing,L1B,D,,,, 
 , , , ,Initial,L1A,D,,,, 
7504,COMMVAULT SYSTEMS INC,Computer Systems Design Services,D,Continuing,L1A,D,,,,223447504
 , , , ,Continuing,L1B,D,,,, 
 , , , ,Initial,L1A,D,,,, 
2333,FRED DAVID INTERNATIONAL USA INC, ,D,Continuing,L1A,D,,,,223502333
8622,LIMA REFINING COMPANY, ,D,Continuing,L1A,D,,,,223948622
 , , , ,Initial,L1A,D,,,, 
 , , , ,Initial,L1B,D,,,, 
0460,ASTENJOHNSON INC, ,D,Continuing,L1A,D,,,,230370460
 , , , ,Continuing,L1B,D,,,, 
 , , , ,Initial,L1B,D,,,, 
9902,LUTRON ELECTRONICS CO INC,"Power, Distribution, and Specialty Transformer Manufacturing",D,Continuing,L1A,D,,,,231599902
 , , , ,Initial,L1A,D,,,, 
 , , , ,Initial,LZ,D,,,, 
8479,IRON MOUNTAIN INCORPORATED, ,D,Continuing,L1A,D,,,,232588479
 , , , ,Continuing,LZ,D,,,, 
 , , , ,Initial,L1A,D,,,, 
 , , , ,Initial,L1B,D,,,, 
9156,ICON CLINICAL RESEARCH LLC,OTHER,D,Continuing,L1A,D,,,,232689156
9188,ISGN SOLUTIONS INC, ,D,Continuing,L1A,D,,,,232999188
 , , , ,Initial,L1A,D,,,, 
5991,FOERSTER INSTRUMENTS INC, ,D,Continuing,L1B,D,,,,251345991
 , , , ,Initial,L1B,D,,,, 
0985,EQT PARTNERS INC,Portfolio Management,D,Continuing,L1A,D,,,,261110985
 , , , ,Initial,L1A,D,,,, 
 , , , ,Initial,L1B,D,,,, 
 , , , ,Initial,LZ,D,,,, 
0180,VAM USA LLC, ,D,Continuing,L1A,D,,,,261520180
 , , , ,Continuing,L1B,D,,,, 
 , , , ,Initial,L1B,D,,,, 
9502,GAVS TECHNOLOGIES NA INC,Custom Computer Programming Services,D,Initial,L1A,D,,,,261889502
 , , , ,Initial,L1B,D,,,, 
9262,PAX TECHNOLOGY INC, ,D,Initial,L1A,D,,,,262199262
 , , , ,Initial,L1B,D,,,, 
0524,AMF AUTOMATION TECHNOLOGIES LLC, ,D,Continuing,L1B,D,,,,262570524
7741,OXFORD I ASSET MANAGEMENT USA IN, ,D,Continuing,L1A,D,,,,262967741
 , , , ,Initial,L1A,D,,,, 
 , , , ,Initial,LZ,D,,,, 
1257,WEYERHAEUSER NR COMPANY, ,D,Continuing,L1A,D,,,,263481257
 , , , ,Initial,L1A,D,,,, 
2714,HERAEUS PRECIOUS METALS NA CONSH, ,D,Continuing,L1B,D,,,,263872714
7075,WACKER POLYSILICON NA LLC, ,D,Continuing,L1B,D,,,,264277075
 , , , ,Initial,L1B,D,,,, 
6036,RSA SECURITY LLC, ,D,Continuing,L1A,D,,,,271496036
 , , , ,Continuing,L1B,D,,,, 
7340,LUKOIL INTL UPSTREAM WEST INC,Oil and Gas Extraction,D,Continuing,L1A,D,,,,271887340
 , , , ,Continuing,LZ,D,,,, 
6085,PLASMAN CORP LLC, ,D,Continuing,L1A,D,,,,272166085
 , , , ,Initial,L1A,D,,,, 
 , , , ,Initial,L1B,D,,,, 
0016,GENBAND US LLC,"Data Processing, Hosting, and Related Services",D,Continuing,L1A,D,,,,272560016
 , , , ,Initial,L1A,D,,,, 
7214,ADP TECHNOLOGY SERVICES INC,"Data Processing, Hosting, and Related Services",D,Continuing,L1A,D,,,,273727214
6346,NELSON ENVIRONMENTAL REMEDIATION, ,D,Continuing,L1B,D,,,,300506346
4022,MARMEN ENERGY CO, ,D,Continuing,L1A,D,,,,300774022
 , , , ,Continuing,L1B,D,,,, 
 , , , ,Initial,L1A,D,,,, 
3653,TMP AMERICA INC, ,D,Initial,L1A,D,,,,300953653
5242,HONDA OF AMERICA MFG INC, ,D,Continuing,L1A,D,,,,310925242
 , , , ,Continuing,L1B,D,,,, 
 , , , ,Initial,L1B,D,,,, 
1809,ONESUBSEA LLC,Oil and Gas Field Machinery and Equipment Manufacturing,D,Continuing,L1A,D,,,,320401809
 , , , ,Continuing,L1B,D,,,, 
0312,SYSTIME COMP CORPORATION DBA KPI,Custom Computer Programming Services,D,Continuing,L1A,D,,,,330740312
 , , , ,Continuing,L1B,D,,,, 
8061,VOLANSYS LLC,Other Scientific and Technical Consulting Services,D,Initial,L1A,D,,,,331228061
 , , , ,Initial,L1B,D,,,, 
6300,EATON CORPORATION,Heavy Duty Truck Manufacturing,D,Continuing,L1A,D,,,,340196300
3240,THE GOODYEAR TIRE & RUBBER CO,Tire Manufacturing (except Retreading),D,Continuing,L1A,D,,,,340253240
 , , , ,Continuing,L1B,D,,,, 
 , , , ,Continuing,LZ,D,,,, 
 , , , ,Initial,L1A,D,,,, 
 , , , ,Initial,L1B,D,,,, 
1917,SILGAN PLASTICS CORPORATION, ,D,Continuing,L1A,D,,,,341201917
 , , , ,Initial,L1A,D,,,, 
 , , , ,Initial,L1B,D,,,, 
2918,STANLEY SECURITY SOLUTIONS INC,Hardware Manufacturing,D,Continuing,L1A,D,,,,351842918
5434,QUALICAPS INC, ,D,Continuing,L1B,D,,,,351875434
 , , , ,Initial,L1A,D,,,, 
 , , , ,Initial,L1B,D,,,, 
7482,BETON UND MONIERBAU USA INC, ,D,Initial,L1B,D,,,,352137482
8227,KEOLIS COMMUTER SERVICES LLC, ,D,Continuing,L1A,D,,,,352478227
8498,SYNERGY MEDICAL USA INC, ,D,Initial,L1A,D,,,,352558498
 , , , ,Initial,L1B,D,,,, 
9598,FLEX N GATE MICHIGAN LLC, ,D,Continuing,L1A,D,,,,353559598
 , , , ,Initial,L1A,D,,,, 
0480,NALCO COMPANY LLC,OTHER,D,Continuing,L1A,D,,,,361520480
8176,HILTON DOMESTIC OPERATING CO INC,Hotels (except Casino Hotels) and Motels,D,Continuing,L1A,D,,,,362058176
 , , , ,Initial,L1A,D,,,, 
6245,EISENMANN CORP, ,D,Initial,L1B,D,,,,362166245
2580,DEERE & COMPANY,Farm Machinery and Equipment Manufacturing,D,Continuing,L1A,D,,,,362382580
 , , , ,Initial,L1B,D,,,, 
6565,CHICAGO BRIDGE & IRON CO DELAWAR,Engineering Services,D,Continuing,L1A,D,,,,363026565
 , , , ,Continuing,L1B,D,,,, 
1033,MITSUBISHI HEAVY INDS AMERICA IN, ,D,Continuing,L1B,D,,,,363031033
 , , , ,Continuing,LZ,D,,,, 
 , , , ,Initial,L1B,D,,,, 
2638,ANSELL HEALTHCARE PRODUCTS LLC, ,D,Continuing,L1A,D,,,,363152638
 , , , ,Initial,L1A,D,,,, 
 , , , ,Initial,L1B,D,,,, 
8861,ARCESIUM LLC,Software Publishers,D,Continuing,L1A,D,,,,364788861
 , , , ,Continuing,L1B,D,,,, 
 , , , ,Initial,L1B,D,,,, 
2057,HERMANS SUPPLY COMPANY INC, ,D,Continuing,L1A,D,,,,364832057
3277,CHAPPUIS HALDER INC, ,D,Initial,L1A,D,,,,371653277
 , , , ,Initial,L1B,D,,,, 
3686,VOESTALPINE AUTOMOTIVE COMPONENT, ,D,Continuing,L1B,D,,,,371703686
 , , , ,Continuing,LZ,D,,,, 
 , , , ,Initial,L1B,D,,,, 
3898,NUWAVE INDUSTRIES USA INC, ,D,Initial,L1A,D,,,,371833898
 , , , ,Initial,L1B,D,,,, 
0894,HYUNDAI AMERICA TECHNICAL CTR IN,Scientific Research and Development Services,D,Continuing,L1A,D,,,,382670894
5788,KSR INDUSTRIAL CORP, ,D,Initial,L1A,D,,,,382715788
 , , , ,Initial,L1B,D,,,, 
2776,DETROIT ENGINEERED PRODUCTS INC, ,D,Continuing,L1A,D,,,,383182776
 , , , ,Initial,L1A,D,,,, 
5670,MARKEN LLP, ,D,Continuing,L1A,D,,,,383855670
 , , , ,Initial,L1A,D,,,, 
2240,KRONES INC,Packaging Machinery Manufacturing,D,Continuing,L1A,D,,,,391082240
 , , , ,Continuing,L1B,D,,,, 
 , , , ,Initial,L1B,D,,,, 
3855,PROQUEST LLC,Libraries and Archives,D,Continuing,L1A,D,,,,392053855
 , , , ,Initial,L1A,D,,,, 
 , , , ,Initial,L1B,D,,,, 
7894,HENKEL CORPORATION,Adhesive Manufacturing,D,Continuing,L1A,D,,,,410957894
 , , , ,Initial,L1A,D,,,, 
0325,TRANSFLUID SERVICE INC, ,D,Continuing,L1B,D,,,,421580325
 , , , ,Initial,L1B,D,,,, 
7228,SUMTOTAL SYSTEMS LLC,Custom Computer Programming Services,D,Continuing,L1A,D,,,,421607228
 , , , ,Continuing,L1B,D,,,, 
 , , , ,Initial,L1B,D,,,, 
4127,AURIONPRO SOLUTIONS INC,Software Publishers,D,Continuing,L1B,D,,,,421684127
 , , , ,Continuing,LZ,D,,,, 
8130,BEMIS COMPANY INC,Plastics Packaging Film and Sheet (including Laminated) Manufacturing,D,Continuing,L1A,D,,,,430178130
 , , , ,Continuing,L1B,D,,,, 
 , , , ,Initial,L1B,D,,,, 
6944,CERNER CORPORATION,Computer Systems Design Services,D,Continuing,L1A,D,,,,431196944
 , , , ,Continuing,L1B,D,,,, 
 , , , ,Initial,L1B,D,,,, 
4182,KIEWIT ENGINEERING & DESIGN CO,Oil and Gas Pipeline and Related Structures Construction,D,Continuing,L1A,D,,,,431834182
 , , , ,Initial,L1A,D,,,, 
8440,EPICOR SOFTWARE CORPORATION,Custom Computer Programming Services,D,Continuing,L1A,D,,,,451478440
 , , , ,Continuing,L1B,D,,,, 
 , , , ,Initial,L1B,D,,,, 
 , , , ,Initial,LZ,D,,,, 
9770,SUBSEA GLOBAL SOLUTIONS, ,D,Initial,L1B,D,,,,452629770
3756,BENTHIC USA LLC, ,D,Continuing,L1A,D,,,,452703756
 , , , ,Continuing,L1B,D,,,, 
 , , , ,Initial,L1A,D,,,, 
 , , , ,Initial,L1B,D,,,, 
0130,MATTEX USA MANUFACTURING LLC, ,D,Initial,L1A,D,,,,463370130
 , , , ,Initial,L1B,D,,,, 
7684,ZIM AMERICAN INTEGRATED SHIPPING, ,D,Continuing,L1A,D,,,,464187684
 , , , ,Initial,L1A,D,,,, 
2226,TRANLIN INC DBA VASTLY, ,D,Initial,L1B,D,,,,471042226
4712,P-D VALMIERA GLASS USA CORP, ,D,Initial,L1A,D,,,,471214712
 , , , ,Initial,L1B,D,,,, 
0742,DICASTAL NORTH AMERICA INC, ,D,Initial,L1A,D,,,,471810742
3587,SYSOMOS US INC,Marketing Research and Public Opinion Polling,D,Continuing,L1A,D,,,,472313587
 , , , ,Initial,L1A,D,,,, 
 , , , ,Initial,L1B,D,,,, 
7095,LE TECHNOLOGY INC, ,D,Initial,L1A,D,,,,474047095
3921,PORTON USA LLC, ,D,Continuing,L1B,D,,,,475133921
 , , , ,Initial,L1A,D,,,, 
 , , , ,Initial,L1B,D,,,, 
8254,LELY NORTH AMERICA INC, ,D,Continuing,L1B,D,,,,510098254
 , , , ,Initial,L1B,D,,,, 
 , , , ,Initial,LZ,D,,,, 
3924,SMITH & NEPHEW INC,Medical Equipment and Supplies Manufacturing,D,Continuing,L1A,D,,,,510123924
 , , , ,Continuing,L1B,D,,,, 
9772,INTEGRA SERVICES TECHNOLOGIES IN, ,D,Continuing,L1A,D,,,,510369772
 , , , ,Continuing,L1B,D,,,, 
 , , , ,Initial,L1B,D,,,, 
1712,PATTISON SIGN GROUP INC, ,D,Initial,L1A,D,,,,510381712
2325,KADANT INC, ,D,Continuing,L1B,D,,,,521762325
 , , , ,Initial,L1B,D,,,, 
7914,ATRADIUS TRADE CREDIT INSUR INC, ,D,Continuing,L1A,D,,,,521807914
 , , , ,Initial,L1A,D,,,, 
3918,MORNEAU SHEPELL LIMITED, ,D,Continuing,L1A,D,,,,521883918
 , , , ,Initial,L1A,D,,,, 
7096,THE CARLYLE GROUP EMPLOYEE CO LL,Portfolio Management,D,Continuing,L1A,D,,,,521887096
 , , , ,Initial,L1A,D,,,, 
0078,UNDER ARMOUR INC,Sporting and Recreational Goods and Supplies Merchant Wholesalers,D,Continuing,L1A,D,,,,521990078
 , , , ,Initial,L1A,D,,,, 
5152,CHINA SHIPPING NA HOLDING CO LTD, ,D,Continuing,L1A,D,,,,522225152
2829,CUATRECASAS GONCALVES PEREIRA LL, ,D,Continuing,L1B,D,,,,522242829
